,Key_a,title_a,brand_a,price_a,Key_b,title_b,brand_b,price_b,label
1513,"[17182571, 15987830, 509913, 897959, 1524961, 864285, 910896, 1091717, 53709702]",nike kids tiempo legend vi fg clear jade black volt junior boots firm ground,,,"[1543, 3874341, 3927625, 3857956, 459794, 8633, 16004445, 8615, 2018]",nike junior mercurial vapor x fg blu squadron nero volt scarpe da calcio terreni compatti,,,0
1514,"[1115734, 166216, 3762342, 17232970, 4660942, 28551243, 25250, 55229798, 56736133]",nike junior tiempo legend vi fg giada nero volt scarpe terreni compatti,,,"[3967428, 14525387, 209783, 54568, 23817385, 54591, 362900, 2735642, 5458339]",nike tiempo legend vi fg junior nero bianco oro metallico scarpe terreni compatti,,,0
1515,"[1115734, 166216, 3762342, 17232970, 69633312, 68574426, 68553717, 68760575, 68557953]",nike junior tiempo legend vi fg giada nero volt scarpe terreni compatti,,,"[2000400, 1952952, 1304008, 3829051, 3594822, 3505469, 3549732, 728707, 2906521]",nike tiempo legend v fg bleu lagon blanc volt noir chaussures pour homme terrain sec,,,0
1516,"[6008832, 5173844, 5378927, 65465050, 7881948, 7882040, 9032207, 3204762, 1010478]",nike free run distance para mujer negro blanco volt rojo zapatillas,,,"[1652335, 72597546, 1633574, 527998, 1494328, 3824631, 6952512, 109832, 712034]",nike damen free run blau schwarz rot trainingsschuhe,,,0
1517,"[6008832, 5173844, 5378927, 65465050, 7881948, 7882040, 9032207, 3204762, 1010478]",nike free run distance para mujer negro blanco volt rojo zapatillas,,,"[1130577, 1763806, 3944952, 30749736, 4927714, 5187395, 1166152, 1166150, 6675972]",nike womens free run blue glow black racer bright crimson shoes 831509 404,,,0
1518,"[4660942, 28551243, 25250, 56736133, 55229798, 695965, 3177775, 17651279, 1420330]",nike womens free run distance black white volt hot lava shoes,,,"[4117046, 4117048, 26492951, 16164348, 4860353, 3955387, 367610, 18536141, 780533]",nike free rn women s running shoes fa16 404 barefoot trainers ah,nike,,0
1519,"[2000400, 1952952, 6850731, 727219, 728707, 3225241, 3225240, 3549732, 20672521]",nike flex 2016 run noir argent rouge blanc chaussures pour homme,,,"[19999941, 220299, 209413, 192508, 2539018, 596078, 1694755, 209783, 23817385]",nike zoom speed tr3 nero bianco scarpe uomo,,,0
1520,"[2000400, 1952952, 6850731, 727219, 728707, 3225241, 3225240, 3549732, 20672521]",nike flex 2016 run noir argent rouge blanc chaussures pour homme,,,"[209783, 3754656, 54568, 23817385, 22252043, 3967428, 129437, 3874815, 3818168]",nike flex 2016 run nero bianco grigio scarpe uomo,,,0
1521,"[2000400, 1952952, 6850731, 727219, 728707, 3225241, 3225240, 3549732, 20672521]",nike flex 2016 run noir argent rouge blanc chaussures pour homme,,,"[5964363, 4863733, 2023047, 818048, 2082476, 2288819, 1356375, 4721411, 59915135]",nike flex 2016 run negro blanco gris zapatillas para hombre,,,0
1522,"[59099529, 62097041, 255722, 59099640, 1094136, 276854, 26377563, 1956232, 26377558]",nike junior mercurial vapor x fg rouge vif violet persan noir chaussures de football terrain sec enfant,,,"[1671888, 5004784, 668695, 15930925, 4303906, 18634981, 1149669, 4140606, 2533337]",buty nike junior mercurial victory v fg szkar atny perski fiolet czarny dzieci ce pi karskie korki intense heat twarde pod o e trawa naturalna lanki 651634 650,,,0
1523,"[59099529, 67913595, 62097041, 476543, 67913628, 129265, 1929539, 255722, 239693]",buty nike junior mercurial vapor x fg szkar atny perski fiolet czarny dzieci ce pi karskie korki intense heat twarde pod o e trawa naturalna lanki 651620 650,,,"[45043966, 16325252, 664234, 3208725, 1949439, 15875216, 4660942, 28551243, 25250]",nike enfant hypervenom phelon ii fg noir volt chaussures pour terrain sec,,,0
1524,"[59099529, 62097041, 59099640, 255722, 1094136, 276854, 1956232, 26377563, 23911944]",nike junior mercurial vapor x fg cremise acceso violetto persiano nero scarpe da calcio terreni compatti,,,"[1671888, 5004784, 668695, 15930925, 4303906, 18634981, 1149669, 4140606, 2533337]",buty nike junior mercurial victory v fg szkar atny perski fiolet czarny dzieci ce pi karskie korki intense heat twarde pod o e trawa naturalna lanki 651634 650,,,0
1525,"[129180, 5173245, 3660297, 576727, 55639137, 67312930, 7124231, 27074456, 1670154]",nike sportswear womens classic cortez nylon black shoes white 749864 011,,,"[3596407, 64656579, 2026422, 7848421, 203388, 50403993, 3352544, 26571, 2062601]",wmns roshe one nike 844994 002 everysize com,nike,,0
1526,"[27566067, 172457, 1909600, 244030, 7547811, 20112508, 1072202, 2276272, 29704664]",keen commuter iii black gargoyle ca fr,,,"[3887679, 885136, 3177775, 7304105, 2466691, 155715, 1635046, 14935252, 11294004]",keen newport h2 black true red en,,,0
1527,"[27566067, 5530207, 20112508, 244030, 29704664, 1909600, 1072202, 140944, 1194133]",keen commuter iii black gargoyle dk,,,"[5578743, 7994726, 7994725, 2714583, 5450083, 1768254, 3824951, 16200988, 3024364]",keen yoyageur black olive inca gold be nl,,,0
1528,"[27566067, 5530207, 20112508, 1909600, 1194133, 140944, 29704664, 244030, 2276272]",keen commuter iii black gargoyle en,,,"[5578743, 7087188, 2714583, 7994726, 7994725, 16200988, 3824951, 7323399, 5450083]",keen yoyageur black olive inca gold dk,,,0
1529,"[4994272, 4657975, 5106, 6072374, 5772192, 2428703, 728983, 2241066, 1659345]",supreme x air jordan 5 white metallic for sale cheap jordans 2017,,,"[4414741, 739125, 28678483, 28969703, 10264518, 29832147, 52935749, 3334433, 970734]",air jordans 6 retro champagne bottle pro green metallic gold chilling red black 2017 jordan shoes,,,0
1530,"[6276867, 3183703, 4994272, 722348, 810, 313802, 18706485, 27217352, 17180538]",supreme x air jordan 5 camo desert fire red black for sale cheap jordans 2017,,,"[275326, 29566195, 16202837, 16201043, 1617807, 7994726, 7994725, 579455, 3221140]",air jordans 5 retro white fire red black for sale cheap kd 9,,,0
1531,"[4994272, 2241066, 6072374, 4657975, 5106, 728983, 5772192, 1405315, 1659345]",air jordan 5 x supreme camo the sneaker authority,,,"[16247285, 16645689, 265956, 7919383, 5220932, 4009395, 3794520, 284686, 7305190]",air jordan 11 retro rl gg velvet the sneaker authority,,,0
1532,"[2261408, 2260902, 2261418]",wmns roshe two,,28 50 eur,"[3177775, 56241211, 3651374, 59977145, 504409, 21427136, 20965621, 4920224, 2905296]",nike roshe two flyknit black 844833 006 sneakavenue,,,0
1533,"[48742776, 7859043, 816857, 7859434, 18611395, 7859375, 951786, 468101, 7858803]",nike sportswear womens roshe two black shoes 844931 004,,,"[2026422, 203388, 1192353, 7457166, 3222516, 13361286, 1944292, 146027, 7093197]",nike w roshe one czarny 299 99 pln sneakersy 844994002,nike,,0
1534,"[48742776, 7859043, 816857, 7859434, 18611395, 7859375, 951786, 468101, 7858803]",nike sportswear womens roshe two black shoes 844931 004,,,"[696278, 679172, 52302954, 52303067, 52303263, 52303186, 66739150, 52303152, 66738691]",roshe one gs nike 599728 020 everysize com,nike,,0
1535,"[3754656, 22252043, 129437, 4004122, 3818168, 3874815, 2030075, 3992639, 1413]",nike lunartempo 2 lb nero peltro metallico antracide verde scarpe uomo,,,"[28148160, 308929, 19364589, 4087287, 16629569, 1280961, 777519, 65389671, 427207]",nike metcon 2 black white wolf grey volt mens shoes regular training,,,0
1536,"[5262520, 3341498, 483915, 165023, 60517466, 52302954, 52303131, 52303067, 7034804]",nike lunartempo 2 mp negro antracita verde zapatillas de entrenamiento para hombre,,,"[5262520, 3341498, 483915, 165023, 60517466, 52302954, 52303131, 52303067, 7034804]",nike lunartempo 2 negro antracita zapatillas para hombre,,,0
1537,"[52302954, 52303067, 52303186, 66738757, 52303000, 52302985, 52303131, 52303013, 52303081]",lunar tempo 2 nike 828659 003 everysize com,nike,,"[5358780, 1112027, 21005074, 57271738, 19203074, 967015, 167778, 9324638, 794501]",m skie buty nike tiempox mystic v tf czarny bia y zielony elektro pi karskie turfy,,,0
1538,"[54591, 3967428, 209783, 23817385, 54568, 362900, 3932455, 130612, 1444163]",concave quantum sg bianco lime terreni morbidi,,,"[2494397, 21005074, 57271738, 19203074, 2527353, 1403478, 794501, 10781, 4938961]",buty concave quantum 1 0 fg bia y limonka m skie pi karskie trawa naturalna,,,0
1539,"[2678899, 4140943, 67091030, 660030, 1635046, 4279276, 7994726, 7994725, 24951302]",concave quantum sg white lime mens boots soft ground,,,"[3874341, 3857956, 16004445, 3795639, 3515126, 7537152, 53011, 232052, 2630943]",concave volt sg argento blu scarpe uomo terreni morbidi,,,0
1540,"[54591, 3967428, 209783, 23817385, 54568, 362900, 3932455, 130612, 1444163]",concave quantum sg bianco lime terreni morbidi,,,"[2678899, 67091030, 660030, 7994726, 7994725, 4279276, 16202837, 16201043, 1635046]",concave quantum 1 0 fg white lime mens boots firm ground,,,0
1541,"[62097041, 483915, 165023, 60517466, 59099529, 5262520, 52303067, 52302954, 3341498]",nike mercurial vapor x piel fg hueso claro negro otas de futbol terrenos firmes,,,"[1991104, 2020857, 739125, 20098839, 1988611, 2529207, 1778959, 1988599, 1987250]",puma evospeed sl ii leather tricks fg the soccer factory,,,0
1542,"[3549732, 2000400, 1952952, 3594822, 3225241, 3225240, 728707, 727219, 3505469]",nike mercurial vapor x cuir fg blanc noir chaussures pour homme terrain sec,,,"[646426, 13743255, 764998, 5215088, 1763806, 2119212, 1166152, 1166150, 1122274]",nike kids mercurial vapor x fg squadron blue black volt junior boots firm ground,,,0
1543,"[4004110, 4004122, 3614255, 4004126, 2481279, 3823782, 3898907, 2251564, 29814666]",nike mercurial vapor x pelle fg osso chiaro nero scarpe uomo terreni compatti,,,"[1543, 3874341, 3927625, 3857956, 459794, 8633, 16004445, 8615, 2018]",nike junior mercurial vapor x fg blu squadron nero volt scarpe da calcio terreni compatti,,,0
1544,"[5964363, 407275, 2082476, 20646860, 862245, 68828046, 4115844, 406704, 405497]",nike air courtballistec 4 1 zapatillas tenis hombre color blanco 488144 109 equipamiento deportivo y casual,nike,,"[327247, 3759619, 2176438, 105674, 3227993, 1479583, 6715760, 66659571, 164877]",asics gel gt 1000 3 scarpe running junior multicolor c463n 7001 articoli sportivi e abbigliamento sportivo,asics,,0
1545,"[153362, 14664875, 246514, 1246411, 3905020, 127055, 3534960, 3534957, 847]",nike air courtballistec 4 1 man tennis shoes colour white 488144 109 athletic footwear apparel and sports equipment,nike,,"[6517221, 6517201, 54807265, 48741202, 27062798, 13748927, 2358400, 15199106, 950355]",nike tiempo legacy ii fg nero bianco oro metallico scarpe uomo terreni compatti,,,0
1546,"[5964363, 407275, 2082476, 20646860, 862245, 68828046, 4115844, 406704, 405497]",nike air courtballistec 4 1 zapatillas tenis hombre color blanco 488144 109 equipamiento deportivo y casual,nike,,"[27217352, 45193437, 64359813, 11103016, 22126636, 6157496, 42906243, 50682532, 9198364]",nike tiempo legacy ic chaussures foot en salle couleur bleu clair 631522 418 anima sportiva sport boutique,nike,,0
1547,"[1929539, 1498968, 129265, 332524, 1479583, 239693, 6715760, 6166327, 3002103]",puma junior evospeed 5 tricks fg rosa glo giallo safety nero scarpe terreni compatti,,,"[3614255, 2481279, 3823782, 29814666, 3898907, 1642629, 370707, 3617480, 26254277]",puma evospeed 3 5 pelle fg bianco nero rancione scarpe uomo terreni compatti,,,0
1548,"[3594822, 7269602, 3549732, 17490729, 2000400, 1952952, 6850731, 3225241, 3225240]",puma evospeed 5 tricks enfant fg rose jaune noir chaussures pour terrain sec,,,"[660030, 1130577, 4140943, 5187395, 1129480, 6675972, 1763806, 30749736, 15855282]",puma evospeed 5 4 fg safety yellow atomic blue white mens shoes firm ground,,,0
1549,"[1929539, 1498968, 129265, 332524, 1479583, 239693, 6715760, 6166327, 3002103]",puma junior evospeed 5 tricks fg rosa glo giallo safety nero scarpe terreni compatti,,,"[21005074, 967015, 57271738, 19203074, 167778, 9324638, 1403478, 2527353, 794501]",puma evospeed 5 fg bia y czarny szokuj cy pomara cz m skie buty pi karskie trawa naturalna lanki,,,0
1550,"[1652335, 72597546, 1633574, 527998, 1494328, 3824631, 6952512, 109832, 712034]",nike damen free run blau schwarz rot trainingsschuhe,,,"[3030663, 2699535, 1010478, 16995784, 3939825, 5575044, 18343261, 5577888, 2734939]",nike free run distance noir blanc gris chaussures homme,,,0
1551,"[1652335, 72597546, 1633574, 527998, 1494328, 3824631, 6952512, 109832, 712034]",nike damen free run blau schwarz rot trainingsschuhe,,,"[1010478, 3939825, 5575044, 5577888, 2734939, 1506412, 3030663, 2699535, 617249]",nike free run distance negro blanco gris zapatillas de correr,,,0
1552,"[2000400, 1952952, 3225241, 3225240, 5442918, 16661555, 3594822, 14207952, 4808368]",nike femme free run bleu noir carmin chaussures pour,,,"[22101577, 3857956, 22160010, 3515126, 23673809, 27074321, 21982966, 21083327, 16004445]",nike flex 2016 run blu racer nero glow bianco scarpe uomo,,,0
1553,"[3177775, 59977145, 3461183, 1714539, 3651374, 56241211, 24282630, 1356596, 504409]",nike mercurial vortex iii fg laser orange black 831969 002 authenticsoccer com,nike,,"[2000400, 1952952, 1304008, 3829051, 3594822, 3505469, 3549732, 728707, 2906521]",nike tiempo legend v fg bleu lagon blanc volt noir chaussures pour homme terrain sec,,,0
1554,"[3177775, 59977145, 438921, 7941907, 16683542, 1134648, 1087121, 754766, 580973]",nike mercurial vortex iii fg laser orange black white volt mens boots firm ground 831969 801,,,"[52151356, 3795605, 930135, 21027936, 529207, 7365437, 10364367, 1607691, 3941031]",nike mercurial superfly v ronaldo fg seaweed volt hasta white mens boots firm ground,,,0
1555,"[3177775, 59977145, 3461183, 1714539, 3651374, 56241211, 24282630, 1356596, 504409]",nike mercurial vortex iii fg laser orange black 831969 002 authenticsoccer com,nike,,"[15987830, 509913, 17182571, 15634798, 5964363, 4833027, 3276915, 21480462, 2747673]",nike tiempo legend v fg azul blanco volt negro botas de futbol,,,0
1556,"[660030, 2539328, 6817333, 1525756, 3213978, 3213979, 2891031, 6846413, 5106272]",nike sportswear classic cortez nylon black mens shoes 807472 011,,,"[2261408, 2260902, 2261418, 1630228, 2940471, 131005, 665708, 332980, 49547426]",air presto,,eur 77 40,0
1557,"[75332, 3874725, 2699347, 116319, 3850691, 20899708, 3735152, 3214173, 3547170]",nike air vapormax flyknit nera aw lab,,,"[7133674, 66740767, 3837891, 61993138, 7064878, 871825, 61993000, 66739758, 66739791]",nike sportswear air footscape magista flyknit azul blanco obsidiana zapatillas para hombre,,,0
1558,"[1990165, 1990127, 7034804, 483915, 165023, 60517466, 3341498, 5262520, 448969]",nike air vapormax flyknit running,,209 90 eur,"[1130577, 30749736, 5187395, 6675972, 3944952, 65798425, 162797, 8864, 5245289]",nike air zoom pegasus 32 men s training shoes total orange ghost green black clearance footwear,baseball monkey,93 98 usd,0
1559,"[75332, 3874725, 2699347, 116319, 3850691, 20899708, 3735152, 3214173, 3547170]",nike air vapormax flyknit nera aw lab,,,"[52303067, 52303081, 52302954, 52303013, 52303000, 52302985, 18391472, 6949823, 52303168]",zapatillas nike sportswear air max 90 piel negro deportivas,,,0
1560,"[18389602, 822514, 5312320, 7488052, 11221289, 18811043, 7289521, 7061496, 6146844]",nike torba nk brsla m duff torby sportowe damskie na rami darmowa dostawa sizeer,,,"[7240116, 529088, 7240162, 31723964, 52885101, 18603041, 746388, 48671280, 7240131]",nike air vibenna prem m skie darmowa dostawa do domu sklep sizeer,,,0
1561,"[483915, 165023, 60517466, 3341498, 1990165, 7034804, 4093664, 5262520, 1990127]",nike torba nk brsla m duff torby sportowe na rami darmowa dostawa sizeer,,,"[157064, 17493275, 2628556, 29819549, 1750952, 810280, 1069901, 5499752, 63807982]",puma basket platform patent wn s nowo ci 2017 sklep sizeer,,,0
1562,"[18389602, 822514, 5312320, 7488052, 11221289, 18811043, 7289521, 7061496, 6146844]",nike torba nk brsla m duff torby sportowe damskie na rami darmowa dostawa sizeer,,,"[27217352, 12894596, 42350513, 30612609, 24326087, 28042651, 41517878, 28155411, 3660974]",nike wmns flex 2017 rn nowo ci up8,,,0
1563,"[1166152, 1166150, 7087188, 7087144, 7323399, 131605, 7087146, 28443710, 5223108]",fjallraven merano canvasbelt dark olive pl,,,"[5262520, 483915, 165023, 60517466, 3341498, 7034804, 90007, 448969, 1990165]",nike flylon train dynamic negro blanco gris oscuro volt zapatillas de deporte,,,0
1564,"[7087188, 7087144, 131605, 7323399, 7087146, 1680123, 6128710, 14020832, 18709137]",fjallraven merano canvasbelt dark olive ca fr,,,"[4039697, 6865038, 772682, 18668246, 18781688, 1147689, 28951, 1584320, 379852]",fjallraven g 1000 cap dark grey it,,,0
1565,"[131605, 6128710, 7087188, 7323399, 7087144, 7087146, 1680123, 14020832, 18709137]",fjallraven merano canvasbelt dark olive nl,,,"[4039697, 6865038, 772682, 18668246, 18781688, 1147689, 28951, 1584320, 379852]",fjallraven g 1000 cap dark grey it,,,0
1566,"[5436944, 7733497, 22279978, 4802871, 5437017, 5437015, 5437014, 3067113, 52431141]",scarpa da corsa gel ds trainer 22 nc donna women s fast running shoes asics,,,"[66361040, 47005682, 57267790, 65952767, 1693153, 51879172, 54318231, 28232668, 16641908]",gel nimbus 19 women road running asics,,,0
1567,"[5436944, 7733497, 22279978, 4802871, 5437017, 5437015, 5437014, 3067113, 52431141]",scarpa da corsa gel ds trainer 22 nc donna women s fast running shoes asics,,,"[4635634, 1653284, 63318475, 48263, 11617752, 6157339, 660030, 2539328, 1525756]",asics gel quantum 360 knit white snow silver mens shoes t728n 0100,,,0
1568,"[5436944, 4802871, 7733497, 3067085, 52431141, 16974240, 5437017, 5437015, 5437014]",gel ds trainer 22 nc hardloopschoen voor dames women fast running asics,,,"[4635634, 1653284, 6179438, 52303232, 17133430, 3412968, 181540, 53071923, 50817870]",zapatilla de running gel quantum 360 knit para hombre men s easy shoes asics,,,0
1569,"[3887679, 14935252, 11294004, 7018740, 824111, 101254, 985594, 54264, 885136]",keen newport h2 black true red nl,,,"[4787420, 22078078, 6773843, 3568114, 27781206, 16566429, 184570, 11224956, 1364697]",keen marshall mid wp black iris eventide ca,,,0
1570,"[3887679, 885136, 7304105, 14935252, 11294004, 7018740, 824111, 101254, 985594]",keen newport h2 black true red fr,,,"[5578743, 7087188, 7994726, 7994725, 2714583, 7323399, 5450083, 7087144, 7087146]",keen yoyageur black olive inca gold be fr,,,0
1571,"[3887679, 3177775, 885136, 14935252, 11294004, 7018740, 824111, 101254, 985594]",keen newport h2 black true red de,,,"[49272, 5071140, 50403048, 5071162, 17712894, 5071150, 359604, 1153731, 1804811]",keen chandler cnx black gargoyle ca fr,,,0
1572,"[5089308, 64653347]",nike free hypervenom negro metalizado zapatillas 705390 001,,,"[468697, 4003728, 3926679, 3358558, 3762387, 4080475, 3453198, 1508815, 5508679]",nike free run negro blanco antracita zapatillas de correr,,,0
1573,"[1130577, 4927714, 5187395, 30749736, 59977145, 4140943, 1129480, 3177775, 56241211]",nike free hypervenom black dark grey metallic zinc boys shoes 705390 001,,,"[20098839, 22101577, 21061146, 23819528, 22160010, 16839196, 26255248, 24907855, 22806916]",nike sneaker flex 2016 rn tudo para futebol,,,0
1574,"[64653347, 5089308, 758, 190077, 15877114, 21175429, 1956453, 21136517, 21173593]",nike free hypervenom zwart donker grijs metallic zinc jongens schoenen 705390 001,,,"[7882131, 6008832, 7133674, 22903403, 5173844, 52303067, 7064878, 5964363, 52302954]",nike free run flyknit para mujer negro blanco zapatillas,,,0
1575,"[3549732, 2000400, 1952952, 728707, 3225241, 3225240, 727219, 3829051, 6850731]",nike f c roshe tiempo vi noir chaussures pour homme rouge or,,,"[4004122, 4004126, 4004110]",nike lunartempo 2 neroantracide scarpe uomo,,,0
1576,"[3549732, 2000400, 1952952, 728707, 3225241, 3225240, 727219, 3829051, 6850731]",nike f c roshe tiempo vi noir chaussures pour homme rouge or,,,"[10264518, 2020857, 52303081, 52302954, 739125, 52303067, 52303186, 52302975, 52303013]",nike tiempo legend vi sg pro negro hyper turquesa botas de futbol terrenos blandos,,,0
1577,"[3754656, 129437, 3818168, 4004122, 2030075, 4004126, 22252043, 3874815, 4004110]",nike f c roshe tiempo vi nero scarpe uomo,,,"[843143, 18154328, 15987830, 509913, 17182571, 910896, 897959, 3521554, 864285]",nike tiempo legend vi fg enfant noir blanc or chaussures pour terrain sec,,,0
1578,"[497082, 19842954, 6982606, 16202837, 16201043, 1635046, 3824951, 17651279, 7994726]",sneakers asics gel lyte iii navy white h5z2n 5001 bludshop com,,,"[16661555, 19593680, 5442918, 4808368, 14207952, 1109007, 3713911, 3549460, 15792724]",baskets femme asics h5v2l8990 gel lyte 5,,,0
1579,"[11393391, 11593629, 6157388, 83382, 140944, 64693905, 241504, 15284489, 5389984]",asics gel lyte iii granatowy 379 99 pln sneakersy h5z2n5001,asics,,"[11942165, 4039697, 487834, 2059651, 5597431, 7490197, 5250207, 7638310, 1028089]",asics gel lyte runner gecko green guava hn6f0 8873 bludshop com,,,0
1580,"[19593680, 18343261, 16995784, 2947078, 4205446, 4932832, 3577221, 3399398, 1708504]",baskets homme asics h5z2n5001 gel lyte 3,,,"[11942165, 4039697, 487834, 2059651, 5597431, 7490197, 5250207, 7638310, 1028089]",asics gel lyte runner gecko green guava hn6f0 8873 bludshop com,,,0
1581,"[1069901, 17493275, 2628556, 157064, 12257149, 3549732, 794586, 2000400, 1952952]",puma popcat bleu blanc chaussures pour homme,,,"[1130577, 5262520, 90007, 483915, 165023, 60517466, 3341498, 30749736, 660030]",nike lunar caldra obsidian white blue mens shoes 803879 414,,,0
1582,"[1069901, 17493275, 2628556, 157064, 12257149, 3549732, 794586, 2000400, 1952952]",puma popcat bleu blanc chaussures pour homme,,,"[3007676, 1447181, 24951302, 579455, 45193437, 27217352, 1166152, 1166150, 16202837]",concave halo fg microfiber blue white mens soccer cleats firm ground,,,0
1583,"[3837891, 61993138, 7133674, 5971300, 7264772, 66739748, 21480462, 66741140, 61992968]",puma popcat azul blanco zapatillas para hombre deportivas,,,"[3837891, 61993138, 7133674, 5971300, 7264772, 66739748, 21480462, 66741140, 61992968]",puma speed 1000 s ignite azul rojo blanco zapatillas para hombre,,,0
1584,"[3967428, 3818168, 4004110, 4004126, 209783, 129437, 4004122, 54591, 54568]",puma esito classico fg bianco nero scarpe uomo terreni compatti,,,"[3967428, 3818168, 4004110, 4004126, 209783, 129437, 4004122, 54591, 54568]",puma evospeed 5 fg bianco nero arancione scarpe uomo terreni compatti,,,0
1585,"[2678899, 67091030, 660030, 6413943, 2667715, 59977145, 1635046, 893161, 3177775]",puma esito classico fg white black mens boots firm ground,,,"[325718, 3197039, 16255655, 491678, 7824614, 2216078, 5455399, 3546127, 638253]",puma king top m i fg noir blanc or chaussures pour homme terrain sec,,,0
1586,"[21005074, 57271738, 19203074, 1403478, 794501, 2527353, 4938961, 10781]",buty puma esito classico fg bia e czarne m skie pi karskie utwardzona nawierzchnia,,,"[3967428, 14525387, 1543, 3927625, 26818013, 6465973, 209783, 2018, 54591]",puma king top 1982 k di fg ner bianco oro scarpe calcio terreni compatti,,,0
1587,"[17348758, 42398578, 27538382, 3759619, 6455925, 57277583, 27980888, 3493903, 27980885]",asics gel gt 1000 3 chaussures course enfant couleur multicouleur c463n 7001 anima sportiva sport boutique,asics,,"[19361289, 21123320, 15955936, 22329897, 63611866, 1130577, 1166152, 1166150, 4140943]",asics gel cumulus 17 woman running shoes colour dark purple t5d8n 5040 athletic footwear apparel and sports equipment,asics,,0
1588,"[327247, 105674, 3227993, 164822, 3759619, 6990294, 43016, 52664187, 917206]",asics gel gt 1000 3 zapatillas running ni o a color multicolor c463n 7001 equipamiento deportivo y casual,asics,,"[7859550, 4003935, 18401829, 15731669, 4025274, 2576418, 4004212, 2635791, 2467627]",nike bruin lite txt scarpe free time donna 578364 100 articoli sportivi e abbigliamento sportivo,nike,,0
1589,"[17348758, 42398578, 27538382, 3759619, 6455925, 57277583, 27980888, 3493903, 27980885]",asics gel gt 1000 3 chaussures course enfant couleur multicouleur c463n 7001 anima sportiva sport boutique,asics,,"[3545014, 1166152, 1166150, 1182350, 19857099, 1759482, 638012, 2702745, 804554]",asics womens gel cumulus 17 deep cobalt turquoise dutch blue shoes,,,0
1590,"[7573568, 70007371, 7259864, 5597431, 76000627, 753, 2084232, 69893867, 4039697]",air jordans 9 retro copper statue white black militia green for sale cheap kd,,,"[7373937, 20657151, 824225, 1344213, 6698253, 2006248, 371901, 6459130, 6459132]",air jordan 14 low laney varsity royal black maize white hoop,,,0
1591,"[7766417, 887687, 7604504, 15036439, 70007371, 63134368, 1934832, 62395096, 3907114]",air jordan 9 retro militia statue featured the sneaker authority,,,"[1130577, 15121977, 4140943, 3944952, 1129480, 6675972, 3225873, 625780, 2778500]",air jordans 14 retro low laney shoes for sale 2017 jordan,,,0
1592,"[7573568, 70007371, 7259864, 5597431, 76000627, 753, 2084232, 69893867, 4039697]",air jordans 9 retro copper statue white black militia green for sale cheap kd,,,"[1763806, 27217352, 1166152, 1166150, 45193437, 4929046, 3824951, 1123902, 4929294]",air jordan 9 retro slim jenkins black matte silver university blue for sale new jordans 2015,,,0
1593,"[378923, 129333, 311842, 2837811, 6735651, 386117, 7511554, 3989637, 7758362]",nike donna sportswear benassi jdi print blu coastal scarpe,,,"[6795141, 6794674, 669014, 56599233, 2859057, 18028904, 16422172, 1475581, 18152555]",nike sportswear dames air max 1 ultra moire summit wit racer blauw schoenen 704995 100,,,0
1594,"[378923, 311842, 129333, 6735651, 2837811, 386117, 7511554, 3989637, 7758362]",damskie nike sportswear benassi jdi print niebieski obuwie 618919 400,,,"[28888273, 27953041, 19726540, 11237288, 7092425, 1165194, 938656, 2026422, 19852]",nike sportswear roshe one gs schwarz grau kinderschuhe,,,0
1595,"[7511554, 64584915, 7758362, 3989637, 55867376, 2000400, 1952952, 883938, 1231078]",claquettes nike femme sportswear benassi jdi print bleu chaussures,,,"[3545014, 407275, 3459453, 740, 669014, 6794674, 6313272, 18028904, 16422172]",nike sportswear boys air max tavas hyper cobalt chiaro bianco blu royal scuro scarpe junior,,,0
1596,"[7859043, 48742776, 1171541, 18611395, 951786, 7859353, 4155570, 22000783, 2061200]",wmns roshe two,,eur 57 00,"[9324638, 967015, 167778, 2463075, 1869935, 11535472, 11503352, 11406586, 10903408]",nike roshe one gs czarny 279 99 pln sneakersy 599728031,nike,,0
1597,"[7859043, 48742776, 18611395, 7858803, 4918910, 816857, 7859434, 951786, 1649241]",sneakers buty nike wmns roshe two black 844931 002 bludshop com,,,"[785459, 63346621, 1425082, 407275, 4698259, 4697875, 741723, 11223, 406919]",wmns air force 1 hi se nike 860544 002 everysize com,nike,,0
1598,"[48742776, 7859043, 7858803, 4918910, 18611395, 951786, 1649241, 2298220, 3815597]",nike wmns roshe two black 844931 002 bludshop com,,,"[48742776, 7859043, 7858803, 4918910, 18611395, 951786, 1649241, 2298220, 3815597]",nike sportswear roshe two black mens shoes 844656 001,,,0
1599,"[696278, 679172, 52302954, 52303152, 52303131, 52303000, 52302985, 52303067, 52303143]",wmns air zoom pegasus 33 nike 849812 406 everysize com,nike,,"[50412595, 18171844, 15410030, 57590983, 1640276, 34687, 7367134, 17285433, 1573104]",nike air zoom pegasus 32 damen laufschuhe farbe rosa 749344 501 der online shop f r deine sportbekleidung,nike,,0
1600,"[2392810, 35671478, 3534821, 20987153, 518395, 3534823, 17818166, 3352790, 16209386]",nike damen air zoom pegasus 33 marineblau silber karminrot womens damenschuhe,,,"[1130577, 1129480, 3944952, 6675972, 30749736, 4140943, 5187395, 169012, 625780]",nike air zoom pegasus 32 women s running shoes su16 501 neutral trainers ah,nike,,0
